dc_fs,peak_bin,peak_f_norm,peak_dbfs,noise_dbfs,saturated
0.28800000000000003,1,7.875504032258064e-06,-22.853425338321422,-143.15944544665143,False
0.289,1,7.875504032258064e-06,-22.823395175311823,-143.12914299829356,False
0.29,1,7.875504032258064e-06,-22.793468479382767,-143.09905051795124,False
0.291,1,7.875504032258064e-06,-22.763644539722073,-143.067638060711,False
0.292,1,7.875504032258064e-06,-22.733922654009405,-143.0394839615329,False
0.293,1,7.875504032258064e-06,-22.70430212482786,-143.00849788427973,False
0.294,1,7.875504032258064e-06,-22.70007156497199,-62.81274116158034,True
0.295,1,7.875504032258064e-06,-22.645362391257887,-142.95015224341012,False
0.296,1,7.875504032258064e-06,-22.61604182879669,-142.9205327265942,False
0.297,1,7.875504032258064e-06,-22.58681990943844,-142.8911138515673,False
0.298,1,7.875504032258064e-06,-22.557695972342895,-142.86334930493132,False
0.299,1,7.875504032258064e-06,-22.52866936206676,-142.83576113072775,False
0.3,1,7.875504032258064e-06,-22.498483789714804,-142.80475284171882,False
